Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year
Nissan,Qashqai,2008,Crossover,160000.0,2000.0,Petrol,Automatic,6600.0,14,11428.57142857143
Dacia,Logan,2008,Sedan,220000.0,1400.0,Petrol,Manual,2387.0,14,15714.285714285714
Skoda,Superb,2012,Sedan,235000.0,1968.0,Diesel,Automatic,9750.0,10,23500.0
Volkswagen,Golf,2014,Universal,175600.0,1400.0,Metan/Propan,Automatic,9800.0,8,21950.0
Volkswagen,Golf,1996,Universal,265321.0,1600.0,Petrol,Manual,1550.0,26,10204.653846153846
Mercedes,E Class,2003,Sedan,154283.0,2200.0,Diesel,Automatic,2800.0,19,8120.1578947368425
Renault,Laguna,2001,Universal,248465.0,1900.0,Diesel,Manual,2650.0,21,11831.666666666666
Audi,Q7,2015,SUV,123000.0,2995.0,Petrol,Automatic,40000.0,7,17571.428571428572
Opel,Astra,2012,Hatchback,166600.0,1400.0,Petrol,Manual,5999.0,10,16660.0
Toyota,Avensis,2009,Sedan,197000.0,1800.0,Petrol,Automatic,8800.0,13,15153.846153846154
Renault,Rare,2006,Minivan,225000.0,1900.0,Diesel,Manual,4750.0,16,14062.5
BMW,X3,2013,SUV,223000.0,2000.0,Petrol,Automatic,14999.0,9,24777.777777777777
Honda,Civic,2017,Hatchback,96000.0,1500.0,Petrol,Automatic,14390.0,5,19200.0
Ford,Focus,2016,Universal,152700.0,1500.0,Diesel,Automatic,9250.0,6,25450.0
Toyota,C-HR,2018,Crossover,59300.0,1800.0,Hybrid,Automatic,17490.0,4,14825.0
Nissan,Qashqai,2007,Crossover,235000.0,1500.0,Diesel,Manual,6990.0,15,15666.666666666666
Nissan,Qashqai,2018,Crossover,69000.0,1500.0,Diesel,Manual,16990.0,4,17250.0
KIA,Rare,2017,Crossover,113000.0,1600.0,Hybrid,Automatic,15490.0,5,22600.0
Ford,Kuga,2017,Crossover,146700.0,1500.0,Diesel,Automatic,14990.0,5,29340.0
Renault,Kangoo,2015,Minivan,188000.0,1500.0,Diesel,Manual,6990.0,7,26857.14285714286
Ford,Kuga,2016,Crossover,102500.0,1500.0,Diesel,Manual,14490.0,6,17083.333333333332
Ford,Kuga,2018,Crossover,122100.0,1500.0,Diesel,Manual,14250.0,4,30525.0
Mercedes,GLC,2017,Crossover,157000.0,2200.0,Diesel,Automatic,36990.0,5,31400.0
Ford,Transit Connect,2012,Minivan,101000.0,1800.0,Diesel,Manual,5990.0,10,10100.0
BMW,Rare,2017,Sedan,115000.0,3000.0,Petrol,Automatic,39900.0,5,23000.0
Hyundai,Tucson,2006,Crossover,311000.0,2000.0,Metan/Propan,Manual,7490.0,16,19437.5
Ford,C-Max,2016,Minivan,194000.0,1500.0,Diesel,Manual,10900.0,6,32333.333333333332
Renault,Kangoo,2014,Minivan,161000.0,1500.0,Diesel,Manual,6990.0,8,20125.0
Ford,Kuga,2017,SUV,119000.0,1500.0,Diesel,Automatic,13990.0,5,23800.0
Skoda,Superb,2014,Sedan,153000.0,1800.0,Petrol,Automatic,12100.0,8,19125.0
Toyota,Camry,2016,Sedan,122000.0,2500.0,Hybrid,Automatic,11999.0,6,20333.333333333332
BMW,3 Series,1999,Sedan,424000.0,2000.0,Diesel,Manual,2100.0,23,18434.782608695652
Honda,CR-V,2010,Crossover,220000.0,2200.0,Diesel,Automatic,13000.0,12,18333.333333333332
Seat,Ibiza,2011,Universal,166000.0,1200.0,Diesel,Manual,4999.0,11,15090.90909090909
Volkswagen,Passat,2006,Universal,300000.0,2000.0,Diesel,Manual,5800.0,16,18750.0
Volkswagen,Golf,2011,Universal,163700.0,1400.0,Petrol,Manual,6400.0,11,14881.818181818182
Ford,Focus,2002,Sedan,165000.0,2000.0,Metan/Propan,Automatic,1799.0,20,8250.0
Dacia,Logan,2005,Sedan,220004.0,1400.0,Metan/Propan,Manual,2799.0,17,12941.411764705883
Audi,A5,2014,Coupe,92625.0,2000.0,Petrol,Automatic,14999.0,8,11578.125
Hyundai,Getz,2006,Hatchback,162088.0,1400.0,Petrol,Automatic,2799.0,16,10130.5
Dacia,Logan Mcv,2015,Universal,128312.0,1200.0,Metan/Propan,Manual,5299.0,7,18330.285714285714
Skoda,Octavia,2012,Universal,148660.0,1400.0,Petrol,Manual,7400.0,10,14866.0
Opel,Astra,2006,Universal,241320.0,1300.0,Diesel,Manual,3750.0,16,15082.5
Renault,Megane,2013,Universal,172000.0,1200.0,Petrol,Manual,5700.0,9,19111.11111111111
Nissan,Qashqai,2015,SUV,155000.0,1500.0,Diesel,Manual,10950.0,7,22142.85714285714
Dacia,Lodgy,2012,Minivan,196000.0,1500.0,Diesel,Manual,6350.0,10,19600.0
Lexus,NX Series,2016,SUV,128000.0,2500.0,Hybrid,Automatic,27999.0,6,21333.333333333332
Mercedes,E Class,2005,Sedan,299000.0,3222.0,Diesel,Automatic,2999.0,17,17588.235294117647
Opel,Astra,1997,Hatchback,330000.0,1600.0,Petrol,Manual,1500.0,25,13200.0
BMW,3 Series,2004,Sedan,418000.0,2000.0,Diesel,Automatic,5400.0,18,23222.222222222223
KIA,Sorento,2009,SUV,191200.0,2500.0,Diesel,Automatic,10350.0,13,14707.692307692309
Honda,Accord,2020,Sedan,27000.0,1498.0,Petrol,Automatic,17100.0,2,13500.0
Honda,Accord,1990,Sedan,1000000.0,1997.0,Metan/Propan,Manual,2000.0,32,31250.0
Audi,A8,2017,Sedan,69000.0,3000.0,Diesel,Automatic,48000.0,5,13800.0
Dacia,Sandero,2009,Hatchback,147956.0,1390.0,Metan/Propan,Manual,3500.0,13,11381.23076923077
Hyundai,Rare,2014,Minivan,172000.0,1400.0,Diesel,Manual,4900.0,8,21500.0
Renault,Kangoo,2007,Minivan,199500.0,1500.0,Diesel,Manual,1600.0,15,13300.0
Renault,Scenic,2009,Minivan,220000.0,1500.0,Diesel,Manual,4000.0,13,16923.076923076922
Opel,Corsa,1997,Coupe,300000.0,1195.0,Metan/Propan,Manual,900.0,25,12000.0
Audi,Q5,2010,SUV,223500.0,2000.0,Petrol,Automatic,11400.0,12,18625.0
Ford,Fusion,2015,Sedan,169000.0,2000.0,Plug-in Hybrid,Automatic,12000.0,7,24142.85714285714
Skoda,Octavia,2005,Sedan,206000.0,1600.0,Petrol,Manual,5400.0,17,12117.64705882353
Renault,Grand Scenic,2016,Universal,176000.0,1500.0,Diesel,Manual,7950.0,6,29333.333333333332
BMW,Rare,2014,Coupe,50000.0,2000.0,Petrol,Automatic,16800.0,8,6250.0
Mercedes,S Class,2012,Sedan,229000.0,2200.0,Diesel,Automatic,20000.0,10,22900.0
Toyota,Prius,2017,Hatchback,46000.0,1800.0,Hybrid,Automatic,12800.0,5,9200.0
Toyota,Prius,2015,Universal,160000.0,1800.0,Hybrid,Automatic,8700.0,7,22857.14285714286
Audi,A6,2016,Sedan,107000.0,2000.0,Petrol,Automatic,20000.0,6,17833.333333333332
Ford,Fusion,2014,Sedan,194000.0,2000.0,Plug-in Hybrid,Automatic,11800.0,8,24250.0
Toyota,Prius,2007,Hatchback,282380.0,1500.0,Metan/Propan,Automatic,6700.0,15,18825.333333333332
BMW,5 Series,2015,Sedan,148000.0,2000.0,Petrol,Automatic,18800.0,7,21142.85714285714
BMW,Rare,2014,Coupe,50000.0,2000.0,Petrol,Automatic,16799.0,8,6250.0
Volkswagen,Passat,2009,Universal,226000.0,1800.0,Petrol,Manual,5600.0,13,17384.615384615383
Ford,Fusion,2014,Roadster,126000.0,2000.0,Plug-in Hybrid,Automatic,12800.0,8,15750.0
Toyota,Corolla,2014,SUV,125000.0,1300.0,Petrol,Manual,8500.0,8,15625.0
Volkswagen,Jetta,2014,Sedan,129000.0,2000.0,Petrol,Automatic,10000.0,8,16125.0
Hyundai,Sonata,2007,Sedan,195000.0,2000.0,Petrol,Manual,4999.0,15,13000.0
Dacia,Logan Mcv,2009,Universal,380000.0,1400.0,Metan/Propan,Manual,3300.0,13,29230.76923076923
Ford,Fusion,2016,Sedan,155000.0,2000.0,Hybrid,Automatic,13500.0,6,25833.333333333332
Dacia,Rare,2015,Universal,195200.0,1500.0,Diesel,Manual,8300.0,7,27885.714285714286
Skoda,Octavia,2006,Sedan,160000.0,2000.0,Petrol,Automatic,5500.0,16,10000.0
Ford,Fusion,2015,Sedan,94000.0,2000.0,Plug-in Hybrid,Automatic,13000.0,7,13428.57142857143
Renault,Kadjar,2017,Crossover,138000.0,1500.0,Diesel,Automatic,13750.0,5,27600.0
BMW,5 Series,1995,Sedan,250000.0,2000.0,Petrol,Manual,3999.0,27,9259.25925925926
Audi,Rare,1997,Sedan,270000.0,4200.0,Metan/Propan,Automatic,4699.0,25,10800.0
Lexus,CT Series,2011,Hatchback,185000.0,1800.0,Hybrid,Automatic,10000.0,11,16818.18181818182
KIA,Rare,2013,Microvan,122000.0,1700.0,Diesel,Automatic,12500.0,9,13555.555555555555
Renault,Megane,2014,Universal,220000.0,1500.0,Diesel,Automatic,7699.0,8,27500.0
Renault,Scenic,2017,Universal,82000.0,1500.0,Diesel,Manual,9000.0,5,16400.0
Ford,Fusion,2013,Sedan,170000.0,2000.0,Hybrid,Automatic,11500.0,9,18888.88888888889
Fiat,Rare,2004,Universal,240000.0,1900.0,Diesel,Manual,3699.0,18,13333.333333333334
Volkswagen,Passat,2016,Roadster,116000.0,1800.0,Petrol,Automatic,13500.0,6,19333.333333333332
Mercedes,S Class,1996,Sedan,370000.0,3500.0,Diesel,Automatic,5699.0,26,14230.76923076923
Volkswagen,Passat,2004,Sedan,320000.0,1900.0,Diesel,Manual,4299.0,18,17777.777777777777
Volvo,XC90,2009,Crossover,242000.0,3200.0,Metan/Propan,Automatic,12000.0,13,18615.384615384617
Skoda,Fabia,2016,Universal,193624.0,1400.0,Diesel,Manual,7700.0,6,32270.666666666668
Toyota,Prius,2017,Hatchback,46000.0,1800.0,Hybrid,Automatic,12799.0,5,9200.0
Nissan,Rare,2007,Pickup,103000.0,2500.0,Metan/Propan,Automatic,7990.0,15,6866.666666666667
Mazda,6,2008,Sedan,220000.0,1800.0,Petrol,Manual,6500.0,14,15714.285714285714
Mercedes,B Class,2006,Hatchback,230000.0,2000.0,Diesel,Manual,5490.0,16,14375.0
Hyundai,Tucson,2016,Crossover,93000.0,1600.0,Petrol,Automatic,16000.0,6,15500.0
BMW,5 Series,2005,Sedan,300000.0,2500.0,Diesel,Manual,7999.0,17,17647.058823529413
Skoda,Octavia,2008,Sedan,320000.0,2000.0,Petrol,Automatic,7199.0,14,22857.14285714286
Nissan,Qashqai,2018,Crossover,153000.0,1600.0,Diesel,Automatic,17500.0,4,38250.0
BMW,5 Series,1996,Sedan,270000.0,2000.0,Petrol,Manual,5199.0,26,10384.615384615385
Volkswagen,Sharan,2006,Minivan,340000.0,1800.0,Metan/Propan,Automatic,6800.0,16,21250.0
Volkswagen,Transporter,2001,Microvan,300000.0,1900.0,Diesel,Manual,4200.0,21,14285.714285714286
Nissan,X-Trail,2002,Universal,205900.0,2200.0,Diesel,Manual,5000.0,20,10295.0
Mercedes,A Class,2005,Hatchback,116742.0,1500.0,Petrol,Automatic,4141.0,17,6867.176470588235
Vaz,Rare,1991,Sedan,111111.0,1300.0,Petrol,Manual,850.0,31,3584.2258064516127
Fiat,Rare,2004,Minivan,312000.0,1900.0,Petrol,Manual,1800.0,18,17333.333333333332
Volkswagen,Touran,2004,Universal,200000.0,1600.0,Petrol,Manual,4650.0,18,11111.111111111111
Toyota,Corolla,1993,Universal,500000.0,1600.0,Metan/Propan,Manual,1500.0,29,17241.379310344826
Toyota,Land Cruiser Prado,2004,SUV,227854.0,3000.0,Diesel,Automatic,14550.0,18,12658.555555555555
Renault,Scenic,2005,Microvan,169500.0,1500.0,Diesel,Manual,3500.0,17,9970.588235294117
Volkswagen,Touran,2009,Combi,190000.0,1400.0,Petrol,Manual,5600.0,13,14615.384615384615
Mercedes,C Class,1999,Sedan,300000.0,2000.0,Petrol,Manual,3333.0,23,13043.478260869566
Renault,Laguna,2010,Universal,229000.0,1500.0,Diesel,Manual,5400.0,12,19083.333333333332
Dacia,Logan,2008,Sedan,319122.0,1500.0,Diesel,Manual,2900.0,14,22794.428571428572
Volkswagen,Golf,2016,Hatchback,90000.0,2000.0,Petrol,Manual,19999.0,6,15000.0
Mercedes,Vito,2011,Minivan,279000.0,2143.0,Diesel,Automatic,7789.0,11,25363.636363636364
Honda,CR-V,2007,SUV,203000.0,2200.0,Diesel,Manual,8900.0,15,13533.333333333334
Volkswagen,Touareg,2005,SUV,368000.0,2500.0,Diesel,Automatic,7750.0,17,21647.058823529413
Skoda,Fabia,2012,Universal,168900.0,1200.0,Diesel,Manual,4900.0,10,16890.0
Dacia,Duster,2016,Crossover,142000.0,1500.0,Diesel,Manual,9200.0,6,23666.666666666668
Skoda,Superb,2007,Sedan,250000.0,1996.0,Diesel,Manual,6290.0,15,16666.666666666668
Seat,Rare,2010,Hatchback,134000.0,1400.0,Petrol,Manual,8350.0,12,11166.666666666666
Skoda,Superb,2015,Sedan,190000.0,2000.0,Diesel,Automatic,17500.0,7,27142.85714285714
Seat,Ibiza,2011,Universal,16000.0,1200.0,Diesel,Manual,5100.0,11,1454.5454545454545
Volkswagen,Passat,2002,Sedan,309000.0,1900.0,Diesel,Manual,4500.0,20,15450.0
Skoda,Superb,2017,Hatchback,230000.0,1400.0,Petrol,Automatic,14300.0,5,46000.0
BMW,7 Series,2001,Sedan,234000.0,3000.0,Diesel,Automatic,2799.0,21,11142.857142857143
Ford,Focus,2018,Hatchback,34000.0,1000.0,Petrol,Automatic,9900.0,4,8500.0
Renault,Grand Scenic,2015,Minivan,158000.0,1500.0,Diesel,Manual,7990.0,7,22571.428571428572
Nissan,Qashqai,2017,Crossover,49000.0,1500.0,Diesel,Manual,16990.0,5,9800.0
Nissan,Qashqai,2018,Crossover,59000.0,1500.0,Diesel,Manual,17350.0,4,14750.0
Ford,Mondeo,2016,Universal,167000.0,1500.0,Diesel,Manual,10990.0,6,27833.333333333332
Nissan,Qashqai,2018,Crossover,49000.0,1500.0,Diesel,Manual,17350.0,4,12250.0
Nissan,Qashqai,2017,Crossover,89000.0,1600.0,Diesel,Automatic,18990.0,5,17800.0
Ford,Focus,2017,Universal,149000.0,1500.0,Diesel,Automatic,9350.0,5,29800.0
Dacia,Duster,2017,Crossover,124000.0,1500.0,Diesel,Manual,9990.0,5,24800.0
Nissan,Qashqai,2018,Crossover,61000.0,1500.0,Diesel,Manual,17290.0,4,15250.0
Mercedes,GLC,2016,Crossover,139000.0,2200.0,Diesel,Automatic,28990.0,6,23166.666666666668
Mercedes,E Class,2014,Sedan,285000.0,2200.0,Diesel,Automatic,19990.0,8,35625.0
Nissan,Qashqai,2014,Crossover,226000.0,1200.0,Petrol,Manual,8990.0,8,28250.0
BMW,3 Series,2008,Coupe,115000.0,2000.0,Petrol,Automatic,9250.0,14,8214.285714285714
Ford,Kuga,2014,SUV,95000.0,1600.0,Petrol,Automatic,11750.0,8,11875.0
Citroen,C3,2013,Hatchback,202000.0,1400.0,Diesel,Automatic,6900.0,9,22444.444444444445
Suzuki,Rare,2020,SUV,7000.0,1400.0,Petrol,Automatic,18550.0,2,3500.0
Ford,Mondeo,2016,Sedan,144000.0,2000.0,Hybrid,Automatic,16990.0,6,24000.0
KIA,Sportage,2015,SUV,152000.0,2000.0,Diesel,Automatic,16999.0,7,21714.285714285714
Hyundai,Tucson,2017,SUV,47000.0,1600.0,Petrol,Automatic,18949.0,5,9400.0
BMW,Rare,2011,Hatchback,218000.0,1600.0,Petrol,Automatic,8999.0,11,19818.18181818182
Hyundai,Rare,2008,Sedan,228000.0,1600.0,Petrol,Automatic,5750.0,14,16285.714285714286
Hyundai,Accent,2018,Sedan,33000.0,1600.0,Petrol,Automatic,10750.0,4,8250.0
Ford,Focus,2018,Universal,171000.0,1500.0,Diesel,Manual,8999.0,4,42750.0
Nissan,Qashqai,2016,Crossover,156000.0,1600.0,Diesel,Automatic,15350.0,6,26000.0
Nissan,Qashqai,2018,Crossover,27000.0,1500.0,Diesel,Manual,17990.0,4,6750.0
Ford,Focus,2016,Universal,190000.0,1500.0,Diesel,Manual,8599.0,6,31666.666666666668
Nissan,Qashqai,2017,Crossover,44000.0,1500.0,Diesel,Manual,16990.0,5,8800.0
Ford,Kuga,2017,Crossover,145000.0,1500.0,Diesel,Automatic,15350.0,5,29000.0
Nissan,Qashqai,2018,Crossover,59000.0,1500.0,Diesel,Manual,17290.0,4,14750.0
Nissan,Qashqai,2018,Crossover,47000.0,1500.0,Diesel,Manual,17290.0,4,11750.0
Ford,Focus,2015,Universal,163000.0,1500.0,Diesel,Manual,8490.0,7,23285.714285714286
Ford,Kuga,2017,Crossover,129000.0,1500.0,Diesel,Automatic,15750.0,5,25800.0
Chevrolet,Rare,2007,Sedan,216000.0,2000.0,Petrol,Automatic,3850.0,15,14400.0
Skoda,Rapid,2014,Hatchback,112580.0,1200.0,Petrol,Manual,6800.0,8,14072.5
Renault,Scenic,2005,Universal,270000.0,1500.0,Diesel,Manual,3200.0,17,15882.35294117647
Renault,Laguna,2012,Hatchback,214450.0,1450.0,Diesel,Manual,5995.0,10,21445.0
Skoda,Superb,2013,Sedan,129811.0,1800.0,Petrol,Manual,11299.0,9,14423.444444444445
BMW,5 Series,2002,Sedan,252000.0,2500.0,Diesel,Manual,5490.0,20,12600.0
Honda,Accord,2007,Sedan,256000.0,2000.0,Metan/Propan,Automatic,6100.0,15,17066.666666666668
Volvo,XC90,2015,SUV,144000.0,2000.0,Diesel,Automatic,35900.0,7,20571.428571428572
Mazda,Rare,2018,Crossover,103200.0,1500.0,Diesel,Automatic,14150.0,4,25800.0
Mercedes,GLC,2016,Crossover,161300.0,2200.0,Diesel,Automatic,27700.0,6,26883.333333333332
Opel,Vectra,2002,Sedan,290000.0,1800.0,Metan/Propan,Manual,3000.0,20,14500.0
BMW,5 Series,1993,Sedan,240000.0,1800.0,Petrol,Manual,2200.0,29,8275.862068965518
Renault,Kangoo,2017,Combi,175000.0,1500.0,Diesel,Manual,7200.0,5,35000.0
Hyundai,Getz,2004,Hatchback,22000.0,1500.0,Diesel,Manual,2990.0,18,1222.2222222222222
Volkswagen,Passat,2005,Universal,258000.0,1900.0,Diesel,Manual,5190.0,17,15176.470588235294
Infiniti,Rare,2006,Crossover,121000.0,3500.0,Metan/Propan,Automatic,13990.0,16,7562.5
Dacia,Lodgy,2013,Minivan,180000.0,1500.0,Diesel,Manual,5990.0,9,20000.0
Volkswagen,Tiguan,2012,Crossover,201000.0,2000.0,Petrol,Automatic,9490.0,10,20100.0
Toyota,Urban Cruiser,2009,Hatchback,190000.0,1400.0,Petrol,Manual,6999.0,13,14615.384615384615
Renault,Megane,2016,Universal,144249.0,1500.0,Diesel,Automatic,9400.0,6,24041.5
Land Rover,Rare,2015,Crossover,127000.0,2200.0,Diesel,Automatic,24500.0,7,18142.85714285714
Renault,Laguna,2013,Hatchback,211370.0,1500.0,Diesel,Manual,6250.0,9,23485.555555555555
Ford,Transit Connect,2010,Minivan,228723.0,1798.0,Diesel,Manual,5000.0,12,19060.25
Renault,Megane,2017,Universal,150000.0,1500.0,Diesel,Manual,9600.0,5,30000.0
Mercedes,E Class,1999,Sedan,216000.0,2400.0,Petrol,Manual,4499.0,23,9391.304347826086
Skoda,Superb,2015,Sedan,135000.0,2000.0,Diesel,Automatic,17499.0,7,19285.714285714286
Dacia,Duster,2013,SUV,260000.0,1500.0,Diesel,Manual,7990.0,9,28888.88888888889
Renault,Logan,1998,Sedan,280000.0,2000.0,Petrol,Automatic,1800.0,24,11666.666666666666
Renault,Megane,2014,Hatchback,158000.0,1500.0,Diesel,Manual,6900.0,8,19750.0
Toyota,Avensis,2010,Sedan,210000.0,1800.0,Petrol,Manual,8200.0,12,17500.0
Rare,Rare,2008,SUV,176000.0,2300.0,Metan/Propan,Automatic,9800.0,14,12571.42857142857
Volvo,Rare,2009,Universal,145000.0,1600.0,Diesel,Manual,7700.0,13,11153.846153846154
Honda,Civic,2007,Sedan,188000.0,1799.0,Metan/Propan,Automatic,4000.0,15,12533.333333333334
Renault,Megane,2015,Hatchback,220000.0,1500.0,Diesel,Manual,4500.0,7,31428.571428571428
Opel,Astra,2011,Universal,170000.0,1300.0,Diesel,Manual,6300.0,11,15454.545454545454
Volkswagen,Passat,2011,Universal,187000.0,1400.0,Metan/Propan,Manual,7600.0,11,17000.0
Renault,Kangoo,2014,Universal,185000.0,1500.0,Diesel,Manual,7000.0,8,23125.0
Mercedes,GLE,2017,SUV,168444.0,2500.0,Diesel,Automatic,31500.0,5,33688.8
Skoda,Fabia,2003,Hatchback,232000.0,1200.0,Metan/Propan,Manual,2850.0,19,12210.526315789473
Toyota,Auris,2012,Hatchback,207885.0,1800.0,Hybrid,Automatic,8900.0,10,20788.5
BMW,5 Series,2016,Sedan,161000.0,2500.0,Diesel,Automatic,23900.0,6,26833.333333333332
Mercedes,Rare,2001,Coupe,249000.0,2000.0,Petrol,Automatic,4600.0,21,11857.142857142857
Land Rover,Range Rover Sport,2010,SUV,236000.0,3000.0,Diesel,Automatic,19990.0,12,19666.666666666668
Audi,A8,1995,Sedan,236000.0,2800.0,Metan/Propan,Manual,3000.0,27,8740.74074074074
Skoda,Octavia,2013,Hatchback,227000.0,1200.0,Petrol,Manual,6750.0,9,25222.222222222223
Toyota,Auris,2013,Universal,131000.0,1400.0,Diesel,Manual,8550.0,9,14555.555555555555
Mitsubishi,Lancer,2008,Sedan,230000.0,1500.0,Metan/Propan,Automatic,6100.0,14,16428.571428571428
Skoda,Fabia,2012,Universal,170000.0,1200.0,Petrol,Automatic,4999.0,10,17000.0
Renault,Megane,2004,Universal,299000.0,1500.0,Diesel,Manual,2599.0,18,16611.11111111111
Seat,Ibiza,2011,Universal,224000.0,1200.0,Diesel,Manual,4499.0,11,20363.636363636364
Opel,Astra,2010,Hatchback,121000.0,1800.0,Petrol,Automatic,5799.0,12,10083.333333333334
Renault,Megane,2013,Universal,247000.0,1500.0,Diesel,Automatic,5999.0,9,27444.444444444445
Nissan,Qashqai,2015,Crossover,167000.0,1500.0,Diesel,Manual,11299.0,7,23857.14285714286
Mercedes,E Class,2008,Sedan,233000.0,3000.0,Metan/Propan,Automatic,7599.0,14,16642.85714285714
Volkswagen,Golf,2004,Hatchback,290000.0,1600.0,Petrol,Manual,3699.0,18,16111.111111111111
Renault,Kadjar,2015,Crossover,171000.0,1500.0,Diesel,Automatic,13599.0,7,24428.571428571428
Renault,Scenic,2014,Minivan,178000.0,1500.0,Diesel,Manual,6990.0,8,22250.0
Mercedes,Vito,2004,Minivan,300000.0,2200.0,Diesel,Manual,5300.0,18,16666.666666666668
Ford,Transit Connect,2008,Minivan,230000.0,1800.0,Diesel,Manual,3650.0,14,16428.571428571428
Honda,CR-V,2002,Universal,263100.0,2000.0,Metan/Propan,Manual,5850.0,20,13155.0
Hyundai,Sonata,2016,Sedan,55000.0,2000.0,Hybrid,Automatic,13500.0,6,9166.666666666666
Renault,Megane,2010,Universal,250000.0,1500.0,Diesel,Manual,5290.0,12,20833.333333333332
Renault,Grand Scenic,2011,Minivan,167000.0,1500.0,Diesel,Automatic,6500.0,11,15181.818181818182
Volkswagen,Passat,2018,Sedan,32000.0,2000.0,Petrol,Automatic,14500.0,4,8000.0
Skoda,Octavia,2013,Sedan,250000.0,1600.0,Metan/Propan,Manual,4150.0,9,27777.777777777777
Skoda,Superb,2017,Universal,240000.0,1600.0,Diesel,Manual,13800.0,5,48000.0
Skoda,Fabia,2005,Sedan,225000.0,1200.0,Metan/Propan,Manual,2800.0,17,13235.29411764706
Lexus,GS Series,2015,Sedan,47000.0,2000.0,Petrol,Automatic,24999.0,7,6714.285714285715
Skoda,Fabia,2009,Hatchback,212000.0,1400.0,Petrol,Manual,3350.0,13,16307.692307692309
Volkswagen,Golf,2000,Minivan,280000.0,1600.0,Petrol,Manual,2650.0,22,12727.272727272728
Volkswagen,Passat,2017,Sedan,64000.0,1800.0,Petrol,Automatic,12799.0,5,12800.0
Volkswagen,Passat,2006,Sedan,198000.0,2000.0,Petrol,Manual,5800.0,16,12375.0
Hyundai,Rare,2013,Universal,170000.0,1400.0,Diesel,Manual,7000.0,9,18888.88888888889
Skoda,Rare,2007,Universal,252000.0,1400.0,Diesel,Manual,4490.0,15,16800.0
Mercedes,C Class,2015,Sedan,136000.0,2000.0,Plug-in Hybrid,Automatic,19290.0,7,19428.571428571428
Honda,CR-V,1999,SUV,227565.0,2000.0,Petrol,Automatic,4200.0,23,9894.130434782608
Mazda,6,2005,Sedan,240000.0,1999.0,Petrol,Manual,3099.0,17,14117.64705882353
Dacia,Sandero,2011,Hatchback,117000.0,1200.0,Metan/Propan,Manual,2700.0,11,10636.363636363636
Skoda,Superb,2014,Universal,208000.0,2000.0,Diesel,Automatic,12500.0,8,26000.0
Nissan,Qashqai,2015,SUV,160100.0,1500.0,Diesel,Manual,11790.0,7,22871.428571428572
Nissan,Qashqai,2016,SUV,167000.0,1500.0,Diesel,Manual,11550.0,6,27833.333333333332
Nissan,Qashqai,2015,SUV,127100.0,1500.0,Diesel,Manual,11490.0,7,18157.14285714286
Nissan,Qashqai,2017,SUV,144400.0,1500.0,Diesel,Manual,12200.0,5,28880.0
Nissan,Qashqai,2015,SUV,110300.0,1500.0,Diesel,Manual,12450.0,7,15757.142857142857
Nissan,Qashqai,2015,SUV,172500.0,1500.0,Diesel,Manual,11450.0,7,24642.85714285714
Nissan,Qashqai,2014,SUV,153300.0,1500.0,Diesel,Manual,12350.0,8,19162.5
Ford,Rare,2002,Minivan,182600.0,2000.0,Metan/Propan,Manual,3999.0,20,9130.0
Nissan,Qashqai,2018,Crossover,140500.0,1500.0,Diesel,Manual,13590.0,4,35125.0
Mercedes,GLE,2017,SUV,184000.0,2500.0,Diesel,Automatic,32900.0,5,36800.0
KIA,Rare,2011,Hatchback,79103.0,998.0,Petrol,Automatic,6600.0,11,7191.181818181818
Opel,Rare,2003,Minivan,150000.0,1300.0,Petrol,Manual,800.0,19,7894.736842105263
Mitsubishi,Rare,2002,Minivan,11111.0,1300.0,Metan/Propan,Manual,1990.0,20,555.55
Audi,A6,2001,Sedan,111111.0,2700.0,Metan/Propan,Manual,4750.0,21,5291.0
Audi,A6,2000,Universal,289494.0,2500.0,Diesel,Manual,3799.0,22,13158.818181818182
Audi,A6,2002,Sedan,111111.0,2500.0,Diesel,Automatic,3999.0,20,5555.55
Renault,Megane,2006,Universal,229394.0,1500.0,Diesel,Manual,2799.0,16,14337.125
Renault,Megane,2017,Universal,164500.0,1500.0,Diesel,Automatic,10400.0,5,32900.0
Mercedes,E Class,2020,Sedan,12000.0,2000.0,Diesel,Automatic,39900.0,2,6000.0
Nissan,Qashqai,2016,Crossover,150000.0,1500.0,Diesel,Manual,12150.0,6,25000.0
Chevrolet,Rare,2018,Crossover,33000.0,1800.0,Petrol,Automatic,13650.0,4,8250.0
BMW,5 Series,2010,Sedan,222500.0,2500.0,Petrol,Automatic,12700.0,12,18541.666666666668
Skoda,Fabia,2011,Universal,181000.0,1200.0,Diesel,Manual,4700.0,11,16454.545454545456
Mercedes,C Class,2002,Sedan,262346.0,2200.0,Diesel,Manual,4850.0,20,13117.3
Dacia,Logan,2010,Universal,111111.0,1500.0,Diesel,Manual,3999.0,12,9259.25
Nissan,Primera,2005,Sedan,220345.0,200.0,Metan/Propan,Automatic,3499.0,17,12961.470588235294
Opel,Rare,2015,Crossover,83000.0,1400.0,Petrol,Automatic,10950.0,7,11857.142857142857
